"school","letter","final_exam","course","class","gender","ethnic","major","tx_birth","tx_hs","zip","hs_chem","math_comp","curr_math","grand","parent","emp_on","emp_off","hrs","chem1","chem2","version","MQ1","MQ2","MQ3","MQ4","MQ5","MQ6","MQ7","MQ8","MQ9","MQ10","MQ11","MQ12","MQ13","MQ14","MQ15","MQ16","MQ17","MQ18","MQ19","MQ20","must","Q1A","Q1C","Q2A","Q2C","Q3A","Q3C","Q4A","Q4C","Q5A","Q5C","Q6A","Q6C","comm","pass","alg","conc","gp_edu"
"TAMU","A",94.2,96.3,"JR",0,"White","med","Y","Y","75","PAP","6","None","Y","Y","N","N","0",1,"Y",78,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5,"YY"
"TAMU","B",69.4,80.9,"FR",1,"White","med","Y","Y","77","PAP","5","5","Y","Y","N","N","0",1,"Y",78,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,18,1,1,1,1,0,1,1,1,1,1,1,1,11,1,5,6,"YY"
"TAMU","A",86.7,90.2,"SO",0,"Mixed","med","Y","Y","76","PAP","4,5,6","None","N","Y","N","N","0",1,"Y",78,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,11,1,1,1,1,1,0,1,1,1,1,1,0,10,1,6,4,"NY"
"TAMU","B",80.6,88.6,"SO",0,"White","med","Y","Y","76","PAP","4,5","None","N","N","N","N","0",1,"N",78,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5,1,1,1,1,1,1,1,0,0,0,1,1,9,1,5,4,"NN"
"TAMU","B",83.3,88.5,"FR",0,"White","med","Y","Y","77","PAP","4,5","4","Y","Y","N","N","0",1,"N",87,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,9,1,1,1,1,1,1,0,1,1,1,1,1,11,1,5,6,"YY"
"TAMU","C",66.7,75.9,"FR",0,"White","stem","Y","Y","78","PAP","5,6","None","Y","Y","N","Y","1-10",1,"N",78,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,14,1,1,1,1,1,1,1,1,0,0,1,1,10,1,5,5,"YY"
"TAMU","C",55.2,70.7,"SO",1,"White","stem","Y","Y","78","PAP","3,4,5","None","Y","Y","N","N","0",1,"N",87,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,5,1,1,1,1,1,0,1,0,0,1,1,0,8,1,5,3,"YY"
"TAMU","D",31.5,60.6,"FR",0,"White","stem","Y","Y","78","PAP","","4","Y","Y","N","N","0",1,"Y",87,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,7,0,1,0,1,0,0,0,1,0,1,1,1,6,0,1,5,"YY"
"TAMU","F",40.6,47.9,"SO",-1,"Hisp","med","Y","Y","76","PAP","1","None","N","N","N","N","0",2,"N",87,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,0,0,0,1,0,0,0,3,0,2,1,"NN"
"TAMU","A",94.8,96.3,"FR",0,"Other","stem","Y","Y","77","PAP","3,4,5,6","5","Y","Y","N","N","0",1,"Y",78,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5,"YY"
"TAMU","D",54.8,65.7,"FR",0,"Hisp","med","Y","Y","78","PAP,AP","3.4","5","N","Y","N","N","0",1,"Y",78,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,10,1,0,1,0,1,0,1,0,0,0,1,0,5,0,5,0,"NY"
"TAMU","A",88.8,94.3,"SO",1,"White","med","Y","Y","78","PAP","4.5.6","None","Y","Y","N","N","0",1,"Y",78,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,14,1,1,1,1,1,1,0,1,1,0,0,1,9,1,4,5,"YY"
"TAMU","B",77.6,82.6,"FR",0,"Asian","med","Y","Y","75","PAP","4,5,6 (BusCal)","4","Y","Y","N","N","0",1,"Y",87,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,17,1,1,1,1,0,0,1,0,1,1,1,0,8,1,5,3,"YY"
"TAMU","C",66.4,78.2,"FR",0,"Hisp","med","Y","N","21","PAP","3","4","N","Y","N","N","0",1,"Y",87,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,11,1,0,0,1,1,1,1,0,1,1,1,1,9,1,5,4,"NY"
"TAMU","B",77.9,88.6,"FR",0,"Hisp","stem","Y","Y","77","PAP","5,6","2","N","N","N","N","0",1,"Y",78,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,16,1,1,1,1,1,0,0,1,0,1,1,1,9,1,4,5,"NN"
"TAMU","C",58.2,72.6,"SO",0,"Hisp","other","Y","Y","76","Reg","4","4","N","N","Y","N","1-10",2,"Y",87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,5,1,1,1,0,1,1,1,0,1,0,0,1,8,1,5,3,"NN"
"TAMU","C",66.1,72.9,"SO",1,"Hisp","med","Y","Y","78","Reg","5,6","None","N","N","N","Y","11-19",1,"Y",87,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,12,1,1,0,0,1,0,1,0,0,1,1,1,7,1,4,3,"NN"
"TAMU","C",71.5,76,"FR",1,"Hisp","stem","Y","Y","78","PAP,AP","1","5","N","N","Y","N","1-10",1,"N",87,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,17,1,1,0,0,1,0,1,1,0,1,1,0,7,1,4,3,"NN"
"TAMU","B",77.6,88.2,"FR",1,"White","med","Y","Y","78","PAP","1","5","Y","Y","N","Y","1-10",1,"Y",78,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,15,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5,"YY"
"TAMU","F",35.8,56.2,"FR",0,"Hisp","stem","Y","Y","78","PAP","5,6","None","N","Y","N","N","0",1,"N",78,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,14,0,0,0,0,0,0,1,0,0,0,1,1,3,0,2,1,"NY"
"TAMU","B",94.5,88.8,"SO",0,"Mixed","med","Y","Y","77","PAP","3,6","None","Other","Y","N","N","0",1,"Y",87,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,16,1,1,1,1,1,1,1,0,1,1,1,0,10,1,6,4,"N/A"
"TAMU","D",43.9,59.8,"FR",0,"Hisp","med","Y","Y","78","Reg","5,6","None","N","N","N","N","0",1,"Y",87,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,12,1,1,0,1,1,0,0,1,0,0,1,1,7,0,3,4,"NN"
"TAMU","A",94.5,95,"FR",0,"Asian","stem","Y","Y","77","PAP,AP","1","5","Y","Y","N","N","0",1,"Y",78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6,"YY"
"TAMU","B",68.8,79.7,"FR",0,"White","stem","Y","Y","77","PAP","5,6","None","Y","Y","N","Y","1-10",1,"Y",87,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,15,1,1,1,1,0,0,1,1,0,0,1,0,7,1,4,3,"YY"
"TAMU","A",94.2,96.3,"FR",1,"White","stem","Y","Y","77","PAP,AP","1","5","Y","Y","N","N","0",1,"Y",87,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,18,1,1,1,1,0,1,1,1,1,1,1,1,11,1,5,6,"YY"
"TAMU","C",74.5,75.3,"SO",0,"White","med","Y","Y","76","PAP","5,6","4","Y","Y","N","N","0",1,"Y",78,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,12,1,1,1,1,1,0,0,0,1,1,1,0,8,1,5,3,"YY"
"TAMU","A",97.3,98.9,"FR",1,"White","med","Y","Y","76","PAP","6","None","Y","Y","N","N","0",1,"Y",78,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6,"YY"
"TAMU","B",80.6,84.5,"SO",1,"Hisp","med","Y","Y","77","PAP,AP","4","4","N","N","N","N","0",1,"Y",87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,19,1,1,1,1,1,1,1,0,1,1,1,0,10,1,6,4,"NN"
"TAMU","C",75.8,78,"FR",1,"Mixed","other","N","Y","75","PAP","3","None","N","N","N","N","0",2,"Y",78,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,14,1,1,1,1,0,1,1,1,1,1,1,1,11,1,5,6,"NN"
"TAMU","C",63.6,74.8,"SO",0,"Hisp","stem","Y","Y","77","PAP","4,5,6","None","N","N","N","N","0",1,"N",78,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,1,1,1,0,0,1,1,1,8,1,4,4,"NN"
"TAMU","A",97.3,95.9,"FR",0,"Hisp","med","Y","Y","78","PAP,AP","3,5,6","5","Other","Y","N","N","0",1,"Y",87,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,15,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5,"N/A"
"TAMU","C",63.9,75.1,"FR",1,"Hisp","stem","Y","Y","77","Reg","5","None","N","Y","N","N","0",1,"Y",78,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,14,1,1,1,1,1,1,1,0,0,1,1,0,9,1,5,4,"NY"
"TAMU","A",94.5,95,"JR",0,"Mixed","med","Y","Y","77","PAP","3,4,5,6","None","N","N","N","N","0",1,"N",87,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,16,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5,"NN"
"TAMU","A",85.5,89.9,"JR",0,"White","other","Y","Y","77","PAP","6","None","Y","Y","N","Y","1-10",1,"Y",78,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,12,1,1,1,1,1,0,1,0,1,1,1,0,9,1,6,3,"YY"
"TAMU","A",91.5,92.8,"FR",0,"White","stem","Y","N","24","Reg,AP","3,5,6","None","Y","Y","N","N","0",1,"Y",78,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,14,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5,"YY"
"TAMU","D",51.2,64.8,"FR",0,"Hisp","med","Y","Y","78","PAP","1","None","Other","Other","N","N","0",1,"Y",87,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,0,0,0,0,1,0,1,1,1,1,7,0,4,3,"N/A"
"TAMU","C",71.5,75,"FR",0,"Black","med","Y","Y","77","PAP","5","5","N","N","N","Y","11-19",1,"Y",87,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,7,1,1,0,1,1,0,1,0,0,1,1,1,8,1,4,4,"NN"
"TAMU","F",32.7,41.9,"FR",0,"Hisp","stem","Y","Y","78","PAP","1","4","N","N","Y","N","1-10",1,"Y",87,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,10,0,1,0,0,1,0,1,1,0,1,0,0,5,0,2,3,"NN"
"TAMU","B",75.5,87.9,"FR",0,"White","med","Y","Y","75","PAP","3","4","Y","Y","N","N","0",1,"Y",78,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,14,1,1,0,1,1,1,0,1,1,1,1,0,9,1,4,5,"YY"
"TAMU","B",68.2,79.2,"FR",0,"White","med","Y","N","","AP","5,6,7","None","Y","Y","N","N","0",1,"Y",78,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,15,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5,"YY"
"TAMU","B",77.6,87.9,"FR",0,"White","med","Y","Y","77","AP","7","None","Y","Y","N","N","0",1,"Y",87,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6,"YY"
"TAMU","B",77.6,87.4,"FR",1,"Asian","med","Y","Y","77","AP","1","5","N","N","N","N","0",1,"Y",87,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,18,1,1,1,1,1,1,1,1,0,1,1,0,10,1,5,5,"NN"
"TAMU","C",66.1,78.5,"FR",0,"White","stem","Y","Y","75","PAP","5,6","None","Y","Y","N","N","0",1,"Y",78,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,12,1,1,1,1,1,0,1,1,0,1,1,0,9,1,5,4,"YY"
"TAMU","A",83.3,93.8,"FR",0,"White","med","Y","Y","77","PAP","4,5","4","Y","Y","N","N","0",1,"Y",78,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6,"YY"
"TAMU","B",84.5,86.7,"SO",0,"White","med","Y","Y","78","PAP","3,5","4","Other","Y","N","N","0",1,"Y",87,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,14,1,1,0,1,1,0,1,1,1,1,1,1,10,1,5,5,"N/A"
"TAMU","B",73,85.8,"FR",0,"White","med","Y","Y","75","PAP","6","5","N","N","N","N","0",1,"Y",78,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,9,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5,"NN"
"TAMU","A",84.5,89.3,"FR",0,"White","med","Y","Y","78","PAP","6","2","Y","Y","N","N","0",1,"Y",78,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,8,1,1,0,1,1,0,1,0,1,1,1,0,8,1,5,3,"YY"
"TAMU","A",86.1,90.6,"JR",0,"White","other","Y","Y","75","PAP","3,4,6","None","Y","Y","N","N","0",1,"Y",78,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6,"YY"
"TAMU","A",100.3,99.7,"FR",1,"Other","med","Y","Y","76","AP","7","5","Y","Y","N","N","0",1,"Y",78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6,"YY"
"TAMU","A",84.2,89.3,"FR",-1,"Black","other","N","N","","","","","Other","Other","N","N","0",NA,"",78,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5,"N/A"
"TAMU","C",74.5,77.7,"SO",-1,"White","med","Y","Y","76","PAP","5,6","None","N","N","N","N","0",1,"N",78,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,1,1,1,0,1,1,1,0,1,0,9,1,6,3,"NN"
"TAMU","B",68.8,80.7,"FR",0,"White","med","Y","Y","77","Reg","3,5","4","Y","Y","N","N","0",1,"Y",78,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,7,1,1,1,1,1,1,1,0,1,0,1,1,10,1,6,4,"YY"
"TAMU","C",64.2,75.4,"FR",1,"White","stem","Y","Y","77","Reg,AP","5,6","5","Y","Y","N","N","0",1,"Y",87,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,0,1,1,0,0,1,1,1,9,1,4,5,"YY"
"TAMU","A",91.8,95.7,"FR",-1,"White","med","Y","Y","78","PAP","5,6","None","N","N","N","N","0",1,"Y",78,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,13,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6,"NN"
"TAMU","C",75.2,69.9,"SO",1,"Hisp","med","Y","Y","75","PAP","1","4","N","N","N","N","0",1,"Y",78,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,12,1,1,0,0,0,1,1,0,1,0,1,0,6,0,4,2,"NN"
"TAMU","B",76.4,85,"FR",0,"Hisp","med","Y","Y","75","PAP,IB","3,5","2","N","N","Y","N","20-29",1,"Y",87,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,10,1,1,1,0,1,1,1,0,1,1,1,1,10,1,6,4,"NN"
"TAMU","C",63.9,78.6,"FR",0,"White","med","Y","Y","77","Reg","5,6","5","N","Y","N","Y","20-29",1,"Y",87,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,13,1,1,1,1,1,0,1,1,1,0,1,1,10,1,6,4,"NY"
"TAMU","C",72.1,78.5,"FR",0,"White","med","Y","Y","78","Reg","5","4","Y","Y","N","N","0",1,"Y",78,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,17,1,1,0,1,1,0,1,0,0,1,1,1,8,1,4,4,"YY"
"TAMU","C",68.2,75.7,"FR",0,"Hisp","med","Y","Y","78","PAP","5","4","N","N","N","N","0",1,"Y",78,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,1,1,1,1,1,1,1,0,1,1,0,0,9,1,5,4,"NN"
"TAMU","A",91.5,93.4,"SO",1,"White","med","Y","Y","75","PAP","3,4,5,6","None","Y","Y","N","N","0",1,"Y",87,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,15,1,1,1,1,1,1,1,1,0,1,1,1,11,1,5,6,"YY"
"TAMU","A",94.5,95.1,"FR",0,"White","stem","Y","Y","76","PAP","4,5","None","Y","Y","N","N","0",1,"Y",78,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,12,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6,"YY"
"TAMU","C",53.6,70.8,"FR",0,"White","other","Y","Y","77","Reg,PAP,AP","5","None","Y","Y","N","N","0",1,"N",87,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,11,1,1,1,0,1,0,1,0,0,0,1,1,7,1,5,2,"YY"
"TAMU","B",70,82.2,"SO",0,"White","med","Y","Y","76","Reg,PAP","4,5","None","Other","Y","Y","N","20-29",1,"Y",78,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,9,1,1,1,1,1,1,1,1,1,0,1,1,11,1,6,5,"N/A"
"TAMU","C",55.2,76,"FR",0,"Hisp","dual","Y","Y","78","PAP","1","None","N","Y","N","N","0",1,"Y",87,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,1,0,0,1,0,0,1,0,1,1,1,1,7,1,4,3,"NY"
"TAMU","A",89.1,90,"FR",0,"White","med","Y","N","UK","Reg","5","3","Y","Y","N","N","0",1,"Y",78,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,14,1,1,0,1,1,1,1,1,1,1,1,1,11,1,5,6,"YY"
"TAMU","B",80.9,87.6,"FR",0,"White","stem","Y","Y","77","Reg","4,6","None","Other","Y","N","Y","0",1,"Y",78,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,11,1,1,1,1,1,0,1,0,0,0,1,1,8,1,5,3,"N/A"
"TAMU","B",85.5,88,"SO",1,"Mixed","med","Y","Y","77","Reg","1","5","Other","Y","N","N","0",1,"Y",78,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,14,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5,"N/A"
"TAMU","B",78.5,85.5,"FR",0,"White","med","Y","Y","75","Reg","1","None","N","Y","N","N","0",1,"Y",78,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,9,1,1,1,1,1,0,1,0,1,1,1,1,10,1,6,4,"NY"
"TAMU","A",91.5,96.4,"FR",0,"Asian","med","Y","Y","77","Reg","6","5","N","N","N","N","0",1,"Y",87,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6,"NN"
"TAMU","A",92.1,90.5,"FR",1,"White","med","Y","Y","78","PAP,AP","4,5","None","Y","Y","N","N","0",1,"Y",78,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,14,1,1,1,1,0,1,0,0,1,1,1,1,9,1,4,5,"YY"
"TAMU","A",96.1,96.2,"FR",1,"Asian","stem","Y","Y","77","PAP","3,4,5,6","6","N","Y","N","N","0",1,"Y",78,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,0,1,0,1,1,1,0,9,1,6,3,"NY"
"TAMU","D",55.8,62.1,"FR",1,"White","stem","Y","Y","77","Reg","4,5","5","N","N","N","N","0",1,"Y",78,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,1,1,1,1,0,1,0,0,1,7,0,3,4,"NN"
"TAMU","C",63,73.4,"FR",0,"White","med","Y","Y","77","PAP","3,5","None","Y","Y","N","N","0",1,"N",78,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,10,1,1,1,1,1,1,1,0,0,1,1,1,10,1,5,5,"YY"
"TAMU","A",88.5,91.7,"FR",1,"Black","stem","Y","Y","77","PAP","4,5,6","None","Other","Y","N","N","0",1,"Y",78,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,14,1,1,1,0,1,1,1,0,1,1,1,1,10,1,6,4,"N/A"
"TAMU","A",91.2,94.7,"FR",1,"White","med","Y","Y","76","Reg","3","4","Y","Y","N","N","0",1,"Y",78,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,17,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5,"YY"
"TAMU","A",88.8,94.8,"FR",0,"White","stem","Y","Y","77","AP","3,4,5,6,7","6","Other","Other","N","Y","1-10",2,"Y",87,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,12,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5,"N/A"
"TAMU","C",62.4,75.3,"FR",1,"White","stem","Y","Y","76","Reg","4","None","N","Y","N","Y","1-10",1,"Y",78,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,7,1,1,1,1,1,1,1,0,0,0,1,1,9,1,5,4,"NY"
"TAMU","C",63,71.8,"FR",-1,"White","stem","Y","Y","78","PAP","3,5","None","Y","N","N","N","0",1,"Y",87,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,15,1,1,0,1,1,1,1,0,1,0,1,1,9,1,5,4,"YN"
"TAMU","D",65.8,64,"FR",1,"Mixed","stem","Y","Y","78","None","1","4","Y","Y","N","N","0",1,"",87,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,12,0,1,1,0,0,1,1,0,1,1,1,1,8,0,4,4,"YY"
"TAMU","B",67.3,80.9,"FR",1,"White","stem","Y","Y","75","PAP","6,7","6","N","Y","N","N","0",1,"Y",78,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,15,1,1,1,1,1,0,1,1,1,1,1,0,10,1,6,4,"NY"
"TAMU","B",76.1,81.7,"FR",0,"White","med","Y","Y","77","Reg","4","None","N","Y","N","Y","0",1,"Y",87,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,9,1,1,1,1,1,0,1,0,0,1,1,0,8,1,5,3,"NY"
"TAMU","A",94.5,95.7,"FR",0,"Other","med","Y","Y","78","PAP,AP","3,4,5,6","None","N","Y","N","N","0",1,"Y",78,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6,"NY"
"TAMU","C",61.8,77.5,"FR",1,"White","med","Y","Y","75","PAP","4,5","None","Y","Y","N","N","0",1,"N",87,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,10,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5,"YY"
"TAMU","D",52.1,64.2,"FR",0,"White","stem","Y","Y","77","PAP","3,5,6","4","N","N","N","N","0",1,"Y",78,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,10,1,1,0,0,1,0,1,1,0,1,1,1,8,0,4,4,"NN"
"TAMU","B",70.9,82.7,"FR",1,"White","stem","Y","Y","78","PAP","5,6","5","Y","Y","N","N","0",1,"Y",78,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,16,1,1,0,1,1,1,1,1,1,1,1,1,11,1,5,6,"YY"
"TAMU","B",78.8,85.7,"FR",0,"White","stem","Y","N","56","AP","1","None","Y","Y","N","N","0",1,"Y",78,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,16,1,1,0,1,0,1,1,1,1,1,1,1,10,1,4,6,"YY"
"TAMU","B",80.3,84.7,"SO",0,"White","stem","Y","Y","79","Reg","2,4","4","Y","Y","N","N","0",1,"Y",87,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,10,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5,"YY"
"TAMU","B",87.6,86,"FR",1,"White","stem","Y","Y","79","PAP","6","5","Y","Y","N","N","0",1,"Y",78,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,14,1,1,0,1,1,1,1,1,1,1,0,1,10,1,4,6,"YY"
"TAMU","A",86.4,90.8,"FR",0,"White","stem","Y","Y","76","AP","4,5,6,7","None","Y","Y","N","N","0",1,"Y",78,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,15,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5,"YY"
"TAMU","A",91.5,93.3,"SO",1,"White","med","Y","Y","75","Reg","4,5","4","Y","Y","N","N","0",1,"Y",87,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,10,1,1,0,1,1,0,1,1,1,1,1,1,10,1,5,5,"YY"
"TAMU","A",86.4,91.3,"FR",0,"White","med","Y","Y","75","PAP","4,5,6","4","N","Y","N","N","0",1,"Y",87,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6,"NY"
"TAMU","C",54.8,73.9,"FR",0,"White","other","Y","Y","76","PAP","4,5,6","5","Y","Y","N","N","0",1,"Y",78,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,11,1,1,1,0,1,0,1,1,1,0,1,1,9,1,6,3,"YY"
"TAMU","B",86.1,88.6,"FR",1,"Other","med","Y","Y","75","PAP","3,5","None","N","Y","N","N","0",1,"N",78,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,17,1,1,1,1,0,0,1,0,1,1,1,1,9,1,5,4,"NY"
"TAMU","D",56.4,64.7,"FR",1,"Asian","stem","Y","Y","77","PAP","3,4,5,6","None","Other","Other","N","N","0",1,"Y",78,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,16,1,1,0,1,0,1,1,0,1,0,1,1,8,0,4,4,"N/A"
